w;p;fpph;fppd
59788;1099511627776;0x1p+0;1
59736;1099511627776;0x1p+0;1
59682;1099511627776;0x1p+0;1
59644;1099511627776;0x1p+0;1
59636;1099511627776;0x1p+0;1
59632;1099511627776;0x1p+0;1
59582;1099511627776;0x1p+0;1
59476;1099511627776;0x1p+0;1
59464;1099511627776;0x1p+0;1
59394;1099511627776;0x1p+0;1
59368;1099511627776;0x1p+0;1
59366;1099511627776;0x1p+0;1
59360;1099511627776;0x1p+0;1
59344;1099511627776;0x1p+0;1
59342;1099511627776;0x1p+0;1
59260;1099511627776;0x1p+0;1
59256;1099511627776;0x1p+0;1
59224;1099511627776;0x1p+0;1
59122;1099511627776;0x1p+0;1
59120;1099511627776;0x1p+0;1
59112;1099511627776;0x1p+0;1
59104;1099511627776;0x1p+0;1
59028;1099511627776;0x1p+0;1
58984;1099511627776;0x1p+0;1
58976;1099511627776;0x1p+0;1
58960;1099511627776;0x1p+0;1
58954;1099511627776;0x1p+0;1
58898;1099511627776;0x1p+0;1
58824;1099511627776;0x1p+0;1
58792;1099511627776;0x1p+0;1
58740;1099511627776;0x1p+0;1
58672;1099511627776;0x1p+0;1
58656;1099511627776;0x1p+0;1
58642;1099511627776;0x1p+0;1
58578;1099511627776;0x1p+0;1
58452;1099511627776;0x1p+0;1
58416;1099511627776;0x1p+0;1
58336;1099511627776;0x1p+0;1
58320;1099511627776;0x1p+0;1
58312;1099511627776;0x1p+0;1
58308;1099511627776;0x1p+0;1
58258;1099511627776;0x1p+0;1
58248;1099511627776;0x1p+0;1
58240;1099511627776;0x1p+0;1
58206;1099511627776;0x1p+0;1
58184;1055186603095;0x1.eb5c0b98af436p-1;0.959687
58144;1043384716020;0x1.e5dd2695e8c62p-1;0.948953
58120;1076832389669;0x1.f5706c944b21ep-1;0.979373
58060;1085640849285;0x1.f98a796f0b2f6p-1;0.987385
58056;1044664624369;0x1.e675ba49e3ccp-1;0.950117
57992;1093100797156;0x1.fd03c4f9c9befp-1;0.994169
57968;1083320321212;0x1.f875d8897816ap-1;0.985274
57892;1072695771824;0x1.f3834d0561704p-1;0.975611
57872;1049533826513;0x1.e8ba2e8ba2e8cp-1;0.954545
57864;1084484643064;0x1.f900a4d1f0d85p-1;0.986333
57770;1084484643064;0x1.f900a4d1f0d85p-1;0.986333
57734;986615344566;0x1.cb6db6db6db6ep-1;0.897321
57672;1072695771824;0x1.f3834d0561704p-1;0.975611
57608;1077475505947;0x1.f5bd16ee37a17p-1;0.979958
57520;1072695771824;0x1.f3834d0561704p-1;0.975611
57476;1047726655224;0x1.e7e2c00df0b3dp-1;0.952902
57432;1070466368831;0x1.f279890a7e6a9p-1;0.973583
57392;1067154067741;0x1.f0eeada23b846p-1;0.970571
57372;1036178640979;0x1.e2821ea0a727p-1;0.942399
57352;1026287981659;0x1.dde70fa8b6813p-1;0.933403
57328;1051644973686;0x1.e9b5d9a4ec119p-1;0.956466
57288;1036352059456;0x1.e296caf0801dbp-1;0.942557
57246;1018407449169;0x1.da3ba0e4a2818p-1;0.926236
57244;991619326929;0x1.cdc23c47a3d55p-1;0.901873
57224;1069603437744;0x1.f212aa7961a02p-1;0.972799
57182;1031441715194;0x1.e04d6f1ff40dp-1;0.938091
57160;1053990568965;0x1.eacd77880a82dp-1;0.958599
57142;978282029081;0x1.c78c4e40339e7p-1;0.889742
57059;1029708912493;0x1.df7ede2eda636p-1;0.936515
56992;1029708912493;0x1.df7ede2eda636p-1;0.936515
56980;1020526743045;0x1.db38449c0bb0ep-1;0.928164
56968;1031568656261;0x1.e05c910f0ad36p-1;0.938206
56948;1039819541286;0x1.e43426164c09p-1;0.94571
56928;1048674042305;0x1.e853b00383452p-1;0.953763
56919;1041326571387;0x1.e4e7ccfef67c8p-1;0.947081
56915;1030426278700;0x1.dfd46276589c1p-1;0.937167
56911;1027447623761;0x1.de714d20a34dep-1;0.934458
56880;1052388150599;0x1.ea0e719a8f418p-1;0.957141
56792;1015838134002;0x1.d909579de592cp-1;0.923899
56778;1009278011204;0x1.d5fb508e88fc6p-1;0.917933
56771;1015838134002;0x1.d909579de592cp-1;0.923899
56763;1061500632878;0x1.ee4cbc7e5de8fp-1;0.965429
56752;1016027981189;0x1.d91ff94b0bceap-1;0.924072
56739;1029708912493;0x1.df7ede2eda636p-1;0.936515
56715;1008244465874;0x1.d5801b41a447ap-1;0.916993
56700;1029708912493;0x1.df7ede2eda636p-1;0.936515
56674;1029509061675;0x1.df670b38573ebp-1;0.936333
56652;1030376971318;0x1.dfce81b86d08ep-1;0.937122
56645;1024557537268;0x1.dd18c6afe997fp-1;0.93183
56611;1044664624369;0x1.e675ba49e3ccp-1;0.950117
56584;1030080585142;0x1.dfab2cbb6c41p-1;0.936853
56560;1044664624369;0x1.e675ba49e3ccp-1;0.950117
56520;1044664624369;0x1.e675ba49e3ccp-1;0.950117
56456;1033702498717;0x1.e15af0c33ab1fp-1;0.940147
56428;1028588331491;0x1.def948c3c77fp-1;0.935496
56308;989651506863;0x1.ccd7a72d5f84ap-1;0.900083
56291;1005233357621;0x1.d41927866ad26p-1;0.914254
56288;1026062927528;0x1.ddcc3b8d50398p-1;0.933199
56211;1030315921516;0x1.dfc73aa0d8b2ap-1;0.937067
56200;986534916696;0x1.cb642064b1fb1p-1;0.897248
56150;1030426278700;0x1.dfd46276589c1p-1;0.937167
56112;1006914560811;0x1.d4e191c6571cep-1;0.915783
56072;1030426278700;0x1.dfd46276589c1p-1;0.937167
56035;982040094203;0x1.c94c4d4bf72a4p-1;0.89316
55979;1030067595596;0x1.dfa9a052997fcp-1;0.936841
55956;1037733292940;0x1.e33b72d71899p-1;0.943813
55952;1018218009333;0x1.da250ba5ea821p-1;0.926064
55878;991972034937;0x1.cdec4812f29d6p-1;0.902193
55864;1002726584272;0x1.d2ee52dfa11e6p-1;0.911975
55824;1002311252690;0x1.d2bccff5a5609p-1;0.911597
55736;984007041377;0x1.ca36c7c2c3d1p-1;0.894949
55716;987578675396;0x1.cbe08d6188894p-1;0.898198
55700;995460956320;0x1.cf8c31814071p-1;0.905366
55648;1021631239112;0x1.dbbbef27908aep-1;0.929168
55638;991972034937;0x1.cdec4812f29d6p-1;0.902193
55588;994376521854;0x1.cf0aeb30fcaa3p-1;0.90438
55509;1025795167968;0x1.ddac502dc096cp-1;0.932955
55456;971274837757;0x1.c448fbbdfbe25p-1;0.883369
55432;985843355911;0x1.cb11afa20f0fep-1;0.896619
55350;983918070566;0x1.ca2c2c964d228p-1;0.894868
55216;994509474965;0x1.cf1ac4992bb89p-1;0.904501
55193;1013837802428;0x1.d81ae257797p-1;0.92208
55156;1016743616044;0x1.d97548bc59434p-1;0.924723
55153;1016743616044;0x1.d97548bc59434p-1;0.924723
55108;1000503756860;0x1.d1e557907823cp-1;0.909953
55068;996432666742;0x1.d00007c0eda08p-1;0.90625
55065;1025315284715;0x1.dd731b4dd7a08p-1;0.932519
55062;1001404171167;0x1.d250ae073ec4ep-1;0.910772
55057;1025315284715;0x1.dd731b4dd7a08p-1;0.932519
55008;999898546977;0x1.d19d320643835p-1;0.909402
54865;989154278800;0x1.cc9c60fb21afp-1;0.899631
54824;971210355329;0x1.c4414be502ceap-1;0.883311
54792;971210355329;0x1.c4414be502ceap-1;0.883311
54768;1019854992592;0x1.dae83069a1918p-1;0.927553
54728;994509474965;0x1.cf1ac4992bb89p-1;0.904501
54714;994509474965;0x1.cf1ac4992bb89p-1;0.904501
54704;1013378412236;0x1.d7e41edd98f14p-1;0.921662
54600;1013378412236;0x1.d7e41edd98f14p-1;0.921662
54580;964667905668;0x1.c135602d08e2ep-1;0.87736
54576;986016312056;0x1.cb264dd5f12dap-1;0.896777
54560;1005842813427;0x1.d461cea3e76ep-1;0.914809
54551;1005842813427;0x1.d461cea3e76ep-1;0.914809
54532;995460956320;0x1.cf8c31814071p-1;0.905366
54320;995171244112;0x1.cf69a830a1ee8p-1;0.905103
54112;977158976545;0x1.c7066d68426f7p-1;0.888721
54043;960099545501;0x1.bf14c8e33b0cep-1;0.873205
53987;960099545501;0x1.bf14c8e33b0cep-1;0.873205
53982;1004899183778;0x1.d3f1515944957p-1;0.91395
53979;983918070566;0x1.ca2c2c964d228p-1;0.894868
53968;983918070566;0x1.ca2c2c964d228p-1;0.894868
53960;983918070566;0x1.ca2c2c964d228p-1;0.894868
53939;980437417445;0x1.c88d3f7bcb31bp-1;0.891703
53932;989186216025;0x1.cca02fa0b3e5fp-1;0.89966
53920;981392273763;0x1.c8ff1362c78bdp-1;0.892571
53891;966016854540;0x1.c1d62ed418cf8p-1;0.878587
53884;955823013214;0x1.bd16fb7abd454p-1;0.869316
53720;907938190594;0x1.a6caaaaa04ce7p-1;0.825765
53565;905187452486;0x1.a582c0cc8d4ccp-1;0.823263
53526;989154278800;0x1.cc9c60fb21afp-1;0.899631
53518;917060525358;0x1.ab0a223a5cd29p-1;0.834062
53510;998264446918;0x1.d0da653f8cab7p-1;0.907916
53472;981392273763;0x1.c8ff1362c78bdp-1;0.892571
53344;966342007342;0x1.c1fcf1b45c326p-1;0.878883
53336;969651854434;0x1.c3878238c411fp-1;0.881893
53264;955865395303;0x1.bd1c08e0ceae7p-1;0.869355
53156;963004417646;0x1.c06f128cdd0d8p-1;0.875847
53108;945982827393;0x1.b881f0d7033bdp-1;0.860366
53072;961464169916;0x1.bfb775eb7928ep-1;0.874447
53056;945343865276;0x1.b835c54378a0fp-1;0.859785
52920;922532865291;0x1.ad967cca16ba8p-1;0.839039
52888;970243461555;0x1.c3ce08a367a25p-1;0.882431
52861;942005848366;0x1.b6a7d9125d33ep-1;0.856749
52829;980736925543;0x1.c8b0f3becf9fdp-1;0.891975
52826;934080758895;0x1.b2f71a88dfba2p-1;0.849542
52704;891710635600;0x1.9f3c30fca1992p-1;0.811006
52675;959494199207;0x1.becc9f2f4eddcp-1;0.872655
52632;951751854936;0x1.bb31a996b10fdp-1;0.865613
52624;951718881920;0x1.bb2dbb5501dfdp-1;0.865583
52440;945492276801;0x1.b847766c8348dp-1;0.85992
52284;948950733293;0x1.b9e3be23db237p-1;0.863066
52172;916259689813;0x1.aaaaaaaaaaaabp-1;0.833333
52118;936887039566;0x1.b445a36c9cbcep-1;0.852094
52056;946814308011;0x1.b8e50f9d571c8p-1;0.861123
51881;949954032260;0x1.ba5b58650935fp-1;0.863978
51791;949954032260;0x1.ba5b58650935fp-1;0.863978
51769;931609372571;0x1.b1d07dcf3748ap-1;0.847294
51744;932764035730;0x1.b25a2355254dap-1;0.848344
51664;920194708720;0x1.ac7fc1e9e1d3fp-1;0.836912
51384;916784773490;0x1.aae942f2e59d2p-1;0.833811
51360;898606748932;0x1.a27245aa09ff4p-1;0.817278
51312;905123945309;0x1.a57b2eb6bada2p-1;0.823205
51298;938704220834;0x1.b51e436544785p-1;0.853747
51052;905110877605;0x1.a5799feb4ac13p-1;0.823194
51036;924323733628;0x1.ae6bf9c0f8063p-1;0.840668
50936;916772691226;0x1.aae7d23a34a3cp-1;0.8338
50812;944072895868;0x1.b79e425af819fp-1;0.858629
50786;947851096611;0x1.b960a7e447579p-1;0.862066
50731;936430422506;0x1.b40f3493d4defp-1;0.851679
50705;916772691226;0x1.aae7d23a34a3cp-1;0.8338
50548;928853263871;0x1.b087f00bfeca4p-1;0.844787
50512;946030449039;0x1.b8879e231fe44p-1;0.86041
50336;932062997035;0x1.b206915456329p-1;0.847706
50064;875645723016;0x1.97c11ac311128p-1;0.796395
50040;875645723016;0x1.97c11ac311128p-1;0.796395
49784;893963294085;0x1.a048baab0af78p-1;0.813055
49778;896651566594;0x1.a189323c0575dp-1;0.8155
49592;871313305671;0x1.95bca3e08e2b5p-1;0.792455
49459;883153498094;0x1.9b4019dfdc033p-1;0.803223
49427;902901912735;0x1.a4724ba93fd21p-1;0.821185
49304;909312307334;0x1.a76e79610d9e8p-1;0.827015
49244;908616593281;0x1.a71b89df025aep-1;0.826382
49056;908208509315;0x1.a6eae423063bdp-1;0.826011
49008;874210267099;0x1.9715fc1fb7334p-1;0.79509
48972;886670672108;0x1.9ce36181d85f6p-1;0.806422
48644;898606748932;0x1.a27245aa09ff4p-1;0.817278
48608;847199497323;0x1.8a820cd8d6922p-1;0.770523
48566;894011941694;0x1.a04e87467c572p-1;0.813099
48560;898606748932;0x1.a27245aa09ff4p-1;0.817278
48520;864649716261;0x1.92a247444bfb2p-1;0.786394
48405;855564160850;0x1.8e67321ea46f4p-1;0.778131
48160;864121146262;0x1.926344972ccc1p-1;0.785914
47799;858622517284;0x1.8fd3c7c04961dp-1;0.780913
47340;865090181201;0x1.92d6c930a3953p-1;0.786795
47144;849256054410;0x1.8b7735fd15502p-1;0.772394
47110;843370163231;0x1.88b98ed83e6a2p-1;0.767041
47080;833557496218;0x1.8427cc033495ap-1;0.758116
46888;857052430387;0x1.8f189c80673cep-1;0.779485
46768;878030000563;0x1.98dd5523666e9p-1;0.798564
46764;848118700674;0x1.8aefa0b505fdap-1;0.771359
46760;878030000563;0x1.98dd5523666e9p-1;0.798564
46696;843370163231;0x1.88b98ed83e6a2p-1;0.767041
46640;807340026991;0x1.77f26e58de3dbp-1;0.734271
46576;797805915503;0x1.7381e05adfc13p-1;0.7256
46432;856603269138;0x1.8ee3113024e86p-1;0.779076
46312;862803821645;0x1.91c63b089aaf6p-1;0.784716
46287;844571446494;0x1.8948c319bcfeep-1;0.768133
46227;789682866088;0x1.6fb9888f511ddp-1;0.718212
46139;849256054410;0x1.8b7735fd15502p-1;0.772394
46128;840185852392;0x1.873df563d19b6p-1;0.764145
46124;854393532818;0x1.8ddba563240d3p-1;0.777066
45987;851451773829;0x1.8c7cf6070a432p-1;0.774391
45792;849256054410;0x1.8b7735fd15502p-1;0.772394
45699;842007059431;0x1.88171037cfc2fp-1;0.765801
45536;789682866088;0x1.6fb9888f511ddp-1;0.718212
45366;856603269138;0x1.8ee3113024e86p-1;0.779076
45318;834315048908;0x1.84821aaf98172p-1;0.758805
44896;818134968549;0x1.7cf949d1ca2aep-1;0.744089
44820;834350914753;0x1.8486613982dccp-1;0.758838
44752;801126675637;0x1.750dbde96b88ep-1;0.72862
44704;815100749855;0x1.7b8f94d03e9d2p-1;0.74133
44488;805870843597;0x1.77434a6d9ac26p-1;0.732935
44448;808171767409;0x1.7855950ce2ea4p-1;0.735028
44424;789682866088;0x1.6fb9888f511ddp-1;0.718212
44413;750085498009;0x1.5d4928c932812p-1;0.682199
44304;808500056206;0x1.787cb7a11cc62p-1;0.735327
44125;803926136065;0x1.765b76aa03bfap-1;0.731167
44040;780228624969;0x1.6b52800493291p-1;0.709614
43796;784342165336;0x1.6d3cdf4eb0c7bp-1;0.713355
43616;803926136065;0x1.765b76aa03bfap-1;0.731167
42858;746031803504;0x1.5b65ebd8e0297p-1;0.678512
42564;761923899399;0x1.62cc68200fa1ap-1;0.692966
42346;738880473162;0x1.58116a9094ba8p-1;0.672008
42183;753616796214;0x1.5eee1f746d31cp-1;0.68541
42143;756089822374;0x1.6014ee394d087p-1;0.68766
42002;797805915503;0x1.7381e05adfc13p-1;0.7256
41768;740802000908;0x1.58f67af019f56p-1;0.673755
41730;716102876961;0x1.4d761d7e43e82p-1;0.651292
41704;783894346615;0x1.6d077cf6ee789p-1;0.712948
41680;739760828721;0x1.587a5ce263498p-1;0.672809
41616;800377316149;0x1.74b469466b747p-1;0.727939
41426;779632421401;0x1.6b0b6d5433188p-1;0.709072
41397;733007751850;0x1.5555555555556p-1;0.666667
41320;751786356843;0x1.5e13eae0d7607p-1;0.683746
41168;721069626878;0x1.4fc632abfd53p-1;0.655809
41120;746355776597;0x1.5b8c8ab8aa324p-1;0.678807
41092;749111239619;0x1.5cd504c786bf5p-1;0.681313
41058;754349038145;0x1.5f4569b483ff6p-1;0.686076
40905;726541304922;0x1.52527908b4c25p-1;0.660785
40825;695959874711;0x1.4414e1d92e12p-1;0.632972
40618;738880473162;0x1.58116a9094ba8p-1;0.672008
40480;695959874711;0x1.4414e1d92e12p-1;0.632972
40090;746425905505;0x1.5b94e6e2c3322p-1;0.67887
39458;709266756510;0x1.4a472fa73dp-1;0.645074
39324;737081528851;0x1.573af724262cep-1;0.670372
38698;644389075221;0x1.2c1129f22a562p-1;0.586068
38560;732153925447;0x1.54ef8c9e8f987p-1;0.66589
38504;675235402385;0x1.3a6e5525235bbp-1;0.614123
38440;697526047442;0x1.44cf95a5a530fp-1;0.634396
38056;697632341510;0x1.44dc417c0c4c6p-1;0.634493
37904;688512255612;0x1.409d0e8cf8ae5p-1;0.626198
37794;688512255612;0x1.409d0e8cf8ae5p-1;0.626198
37786;688512255612;0x1.409d0e8cf8ae5p-1;0.626198
37778;681261477876;0x1.3d3cb25fe9954p-1;0.619604
37776;688512255612;0x1.409d0e8cf8ae5p-1;0.626198
37730;681261477876;0x1.3d3cb25fe9954p-1;0.619604
37712;681261477876;0x1.3d3cb25fe9954p-1;0.619604
37573;680128628781;0x1.3cb5a6905bc05p-1;0.618573
37493;691923656811;0x1.4233ba40d7742p-1;0.629301
37452;668238384178;0x1.372c39186562fp-1;0.607759
37440;668238384178;0x1.372c39186562fp-1;0.607759
37416;675235402385;0x1.3a6e5525235bbp-1;0.614123
37264;680224524937;0x1.3cc11515130c2p-1;0.618661
37204;658381819928;0x1.32953aa030ecp-1;0.598795
37195;665590218629;0x1.35f0897f0bc6p-1;0.605351
37088;681702134346;0x1.3d713a24945c7p-1;0.620004
37032;681261477876;0x1.3d3cb25fe9954p-1;0.619604
34464;616915877575;0x1.1f461a7d8eb3ap-1;0.561082
33573;632916334332;0x1.26b981adf8764p-1;0.575634
33352;629250036512;0x1.2504732641d0cp-1;0.5723
33288;627724257699;0x1.244e901347424p-1;0.570912
33268;631390555518;0x1.26039e9afde88p-1;0.574246
33264;612635282467;0x1.1d47d11846821p-1;0.557189
33256;619014327395;0x1.20404218c7f57p-1;0.56299
33252;619917814630;0x1.20abf656cc08fp-1;0.563812
33248;633999880934;0x1.273aace5cd792p-1;0.57662
33242;608365927637;0x1.1b4adeb9aa151p-1;0.553306
33236;643114983566;0x1.2b7947c11c56ap-1;0.58491
33234;628730664748;0x1.24c6892e59982p-1;0.571827
