w;p;fpph;fppd
59788;1099511627776;0x1p+0;1
59736;1099511627776;0x1p+0;1
59682;1099511627776;0x1p+0;1
59644;1099511627776;0x1p+0;1
59636;1099511627776;0x1p+0;1
59632;1099511627776;0x1p+0;1
59582;1099511627776;0x1p+0;1
59476;1099511627776;0x1p+0;1
59464;1099511627776;0x1p+0;1
59394;1099511627776;0x1p+0;1
59368;1099511627776;0x1p+0;1
59366;1099511627776;0x1p+0;1
59360;1099511627776;0x1p+0;1
59344;1099511627776;0x1p+0;1
59342;1099511627776;0x1p+0;1
59260;1099511627776;0x1p+0;1
59256;1099511627776;0x1p+0;1
59224;1099511627776;0x1p+0;1
59122;1099511627776;0x1p+0;1
59120;1099511627776;0x1p+0;1
59112;1099511627776;0x1p+0;1
59104;1099511627776;0x1p+0;1
59028;1099511627776;0x1p+0;1
58984;1099511627776;0x1p+0;1
58976;1099511627776;0x1p+0;1
58960;1099511627776;0x1p+0;1
58954;1099511627776;0x1p+0;1
58898;1099511627776;0x1p+0;1
58824;1099511627776;0x1p+0;1
58792;1099511627776;0x1p+0;1
58740;1099511627776;0x1p+0;1
58672;1099511627776;0x1p+0;1
58656;1099511627776;0x1p+0;1
58642;1099511627776;0x1p+0;1
58578;1099511627776;0x1p+0;1
58452;1099511627776;0x1p+0;1
58416;1099511627776;0x1p+0;1
58336;1099511627776;0x1p+0;1
58320;1099511627776;0x1p+0;1
58312;1099511627776;0x1p+0;1
58308;1099511627776;0x1p+0;1
58258;1099511627776;0x1p+0;1
58248;1099511627776;0x1p+0;1
58240;1099511627776;0x1p+0;1
58206;1099511627776;0x1p+0;1
58184;1099511627776;0x1p+0;1
58144;1099511627776;0x1p+0;1
58120;1099511627776;0x1p+0;1
58060;1099511627776;0x1p+0;1
58056;1099511627776;0x1p+0;1
57992;1099511627776;0x1p+0;1
57968;1099511627776;0x1p+0;1
57892;1099511627776;0x1p+0;1
57872;1099511627776;0x1p+0;1
57864;1099511627776;0x1p+0;1
57770;1099511627776;0x1p+0;1
57734;1099511627776;0x1p+0;1
57672;1099511627776;0x1p+0;1
57608;1099511627776;0x1p+0;1
57520;1099511627776;0x1p+0;1
57476;1099511627776;0x1p+0;1
57432;1099511627776;0x1p+0;1
57392;1099511627776;0x1p+0;1
57372;1099511627776;0x1p+0;1
57352;1099511627776;0x1p+0;1
57328;1099511627776;0x1p+0;1
57288;1099511627776;0x1p+0;1
57246;1099511627776;0x1p+0;1
57244;1099511627776;0x1p+0;1
57224;1099511627776;0x1p+0;1
57182;1099511627776;0x1p+0;1
57160;1099511627776;0x1p+0;1
57142;1099511627776;0x1p+0;1
57059;1099511627776;0x1p+0;1
56992;1099511627776;0x1p+0;1
56980;1099511627776;0x1p+0;1
56968;1099511627776;0x1p+0;1
56948;1099511627776;0x1p+0;1
56928;1099511627776;0x1p+0;1
56919;1099511627776;0x1p+0;1
56915;1099511627776;0x1p+0;1
56911;1099511627776;0x1p+0;1
56880;1099511627776;0x1p+0;1
56792;1099511627776;0x1p+0;1
56778;1099511627776;0x1p+0;1
56771;1099511627776;0x1p+0;1
56763;1099511627776;0x1p+0;1
56752;1099511627776;0x1p+0;1
56739;1099511627776;0x1p+0;1
56715;1099511627776;0x1p+0;1
56700;1099511627776;0x1p+0;1
56674;1099511627776;0x1p+0;1
56652;1099511627776;0x1p+0;1
56645;1099511627776;0x1p+0;1
56611;1099511627776;0x1p+0;1
56584;1099511627776;0x1p+0;1
56560;1099511627776;0x1p+0;1
56520;1099511627776;0x1p+0;1
56456;1099511627776;0x1p+0;1
56428;1099511627776;0x1p+0;1
56308;1099511627776;0x1p+0;1
56291;1099511627776;0x1p+0;1
56288;1099511627776;0x1p+0;1
56211;1099511627776;0x1p+0;1
56200;1099511627776;0x1p+0;1
56150;1099511627776;0x1p+0;1
56112;1099511627776;0x1p+0;1
56072;1099511627776;0x1p+0;1
56035;1099511627776;0x1p+0;1
55979;1099511627776;0x1p+0;1
55956;1099511627776;0x1p+0;1
55952;1099511627776;0x1p+0;1
55878;1099511627776;0x1p+0;1
55864;1099511627776;0x1p+0;1
55824;1099511627776;0x1p+0;1
55736;1099511627776;0x1p+0;1
55716;1099511627776;0x1p+0;1
55700;1099511627776;0x1p+0;1
55648;1099511627776;0x1p+0;1
55638;1099511627776;0x1p+0;1
55588;1099511627776;0x1p+0;1
55509;1099511627776;0x1p+0;1
55456;1099511627776;0x1p+0;1
55432;1099511627776;0x1p+0;1
55350;1099511627776;0x1p+0;1
55216;1099511627776;0x1p+0;1
55193;1099511627776;0x1p+0;1
55156;1099511627776;0x1p+0;1
55153;1099511627776;0x1p+0;1
55108;1099511627776;0x1p+0;1
55068;1099511627776;0x1p+0;1
55065;1099511627776;0x1p+0;1
55062;1099511627776;0x1p+0;1
55057;1099511627776;0x1p+0;1
55008;1099511627776;0x1p+0;1
54865;1099511627776;0x1p+0;1
54824;1099511627776;0x1p+0;1
54792;1099511627776;0x1p+0;1
54768;1099511627776;0x1p+0;1
54728;1099511627776;0x1p+0;1
54714;1099511627776;0x1p+0;1
54704;1099511627776;0x1p+0;1
54600;1099511627776;0x1p+0;1
54580;1099511627776;0x1p+0;1
54576;1099511627776;0x1p+0;1
54560;1099511627776;0x1p+0;1
54551;1099511627776;0x1p+0;1
54532;1099511627776;0x1p+0;1
54320;1099511627776;0x1p+0;1
54112;1099511627776;0x1p+0;1
54043;1099511627776;0x1p+0;1
53987;1099511627776;0x1p+0;1
53982;1099511627776;0x1p+0;1
53979;1099511627776;0x1p+0;1
53968;1099511627776;0x1p+0;1
53960;1099511627776;0x1p+0;1
53939;1099511627776;0x1p+0;1
53932;1099511627776;0x1p+0;1
53920;1099511627776;0x1p+0;1
53891;1099511627776;0x1p+0;1
53884;1099511627776;0x1p+0;1
53720;1099511627776;0x1p+0;1
53565;1099511627776;0x1p+0;1
53526;1099511627776;0x1p+0;1
53518;1099511627776;0x1p+0;1
53510;1099511627776;0x1p+0;1
53472;1099511627776;0x1p+0;1
53344;1099511627776;0x1p+0;1
53336;1099511627776;0x1p+0;1
53264;1099511627776;0x1p+0;1
53156;1099511627776;0x1p+0;1
53108;1099511627776;0x1p+0;1
53072;1099511627776;0x1p+0;1
53056;1099511627776;0x1p+0;1
52920;1099511627776;0x1p+0;1
52888;1099511627776;0x1p+0;1
52861;1099511627776;0x1p+0;1
52829;1099511627776;0x1p+0;1
52826;1099511627776;0x1p+0;1
52704;1099511627776;0x1p+0;1
52675;1099511627776;0x1p+0;1
52632;1099511627776;0x1p+0;1
52624;1099511627776;0x1p+0;1
52440;1099511627776;0x1p+0;1
52284;1099511627776;0x1p+0;1
52172;1099511627776;0x1p+0;1
52118;1099511627776;0x1p+0;1
52056;1099511627776;0x1p+0;1
51881;1099511627776;0x1p+0;1
51791;1099511627776;0x1p+0;1
51769;1099511627776;0x1p+0;1
51744;1099511627776;0x1p+0;1
51664;1099511627776;0x1p+0;1
51384;1099511627776;0x1p+0;1
51360;1099511627776;0x1p+0;1
51312;1099511627776;0x1p+0;1
51298;1099511627776;0x1p+0;1
51052;1099511627776;0x1p+0;1
51036;1099511627776;0x1p+0;1
50936;1099511627776;0x1p+0;1
50812;1099511627776;0x1p+0;1
50786;1099511627776;0x1p+0;1
50731;1099511627776;0x1p+0;1
50705;1099511627776;0x1p+0;1
50548;1099511627776;0x1p+0;1
50512;1099511627776;0x1p+0;1
50336;1099511627776;0x1p+0;1
50064;1099511627776;0x1p+0;1
50040;1099511627776;0x1p+0;1
49784;1099511627776;0x1p+0;1
49778;1099511627776;0x1p+0;1
49592;1099511627776;0x1p+0;1
49459;1099511627776;0x1p+0;1
49427;1099511627776;0x1p+0;1
49304;1099511627776;0x1p+0;1
49244;1099511627776;0x1p+0;1
49056;1099511627776;0x1p+0;1
49008;1099511627776;0x1p+0;1
48972;1099511627776;0x1p+0;1
48644;1099511627776;0x1p+0;1
48608;1099511627776;0x1p+0;1
48566;1099511627776;0x1p+0;1
48560;1099511627776;0x1p+0;1
48520;1099511627776;0x1p+0;1
48405;1099511627776;0x1p+0;1
48160;1099511627776;0x1p+0;1
47799;1099511627776;0x1p+0;1
47340;1099511627776;0x1p+0;1
47144;1099511627776;0x1p+0;1
47110;1099511627776;0x1p+0;1
47080;1099511627776;0x1p+0;1
46888;1099511627776;0x1p+0;1
46768;1099511627776;0x1p+0;1
46764;1099511627776;0x1p+0;1
46760;1099511627776;0x1p+0;1
46696;1099511627776;0x1p+0;1
46640;1099511627776;0x1p+0;1
46576;1099511627776;0x1p+0;1
46432;1099511627776;0x1p+0;1
46312;1099511627776;0x1p+0;1
46287;1099511627776;0x1p+0;1
46227;1099511627776;0x1p+0;1
46139;1099511627776;0x1p+0;1
46128;1099511627776;0x1p+0;1
46124;1099511627776;0x1p+0;1
45987;1099511627776;0x1p+0;1
45792;1099511627776;0x1p+0;1
45699;1099511627776;0x1p+0;1
45536;1099511627776;0x1p+0;1
45366;1099511627776;0x1p+0;1
45318;1099511627776;0x1p+0;1
44896;1099511627776;0x1p+0;1
44820;1099511627776;0x1p+0;1
44752;1099511627776;0x1p+0;1
44704;1099511627776;0x1p+0;1
44488;1099511627776;0x1p+0;1
44448;1099511627776;0x1p+0;1
44424;1099511627776;0x1p+0;1
44413;1099511627776;0x1p+0;1
44304;1099511627776;0x1p+0;1
44125;1099511627776;0x1p+0;1
44040;1099511627776;0x1p+0;1
43796;1099511627776;0x1p+0;1
43616;1099511627776;0x1p+0;1
42858;1099511627776;0x1p+0;1
42564;1099511627776;0x1p+0;1
42346;1099511627776;0x1p+0;1
42183;1099511627776;0x1p+0;1
42143;1099511627776;0x1p+0;1
42002;1099511627776;0x1p+0;1
41768;1099511627776;0x1p+0;1
41730;1099511627776;0x1p+0;1
41704;1099511627776;0x1p+0;1
41680;1099511627776;0x1p+0;1
41616;1099511627776;0x1p+0;1
41426;1099511627776;0x1p+0;1
41397;1099511627776;0x1p+0;1
41320;1099511627776;0x1p+0;1
41168;1099511627776;0x1p+0;1
41120;1099511627776;0x1p+0;1
41092;1099511627776;0x1p+0;1
41058;1099511627776;0x1p+0;1
40905;1099511627776;0x1p+0;1
40825;1099511627776;0x1p+0;1
40618;1099511627776;0x1p+0;1
40480;1099511627776;0x1p+0;1
40090;1099511627776;0x1p+0;1
39458;1099511627776;0x1p+0;1
39324;1099511627776;0x1p+0;1
38698;1099511627776;0x1p+0;1
38560;1099511627776;0x1p+0;1
38504;1099511627776;0x1p+0;1
38440;1099511627776;0x1p+0;1
38056;1099511627776;0x1p+0;1
37904;1099511627776;0x1p+0;1
37794;1099511627776;0x1p+0;1
37786;1099511627776;0x1p+0;1
37778;1099511627776;0x1p+0;1
37776;1099511627776;0x1p+0;1
37730;1099511627776;0x1p+0;1
37712;1099511627776;0x1p+0;1
37573;1099511627776;0x1p+0;1
37493;1099511627776;0x1p+0;1
37452;1099511627776;0x1p+0;1
37440;1099511627776;0x1p+0;1
37416;1099511627776;0x1p+0;1
37264;1099511627776;0x1p+0;1
37204;1099511627776;0x1p+0;1
37195;1099511627776;0x1p+0;1
37088;1099511627776;0x1p+0;1
37032;1099511627776;0x1p+0;1
34464;1099511627776;0x1p+0;1
33573;1099511627776;0x1p+0;1
33352;1099511627776;0x1p+0;1
33288;1099511627776;0x1p+0;1
33268;1099511627776;0x1p+0;1
33264;1099511627776;0x1p+0;1
33256;1099511627776;0x1p+0;1
33252;1099511627776;0x1p+0;1
33248;1099511627776;0x1p+0;1
33242;1099511627776;0x1p+0;1
33236;1099511627776;0x1p+0;1
33234;1099511627776;0x1p+0;1
33232;1099511627776;0x1p+0;1
33226;1099511627776;0x1p+0;1
33224;1099511627776;0x1p+0;1
33221;1099511627776;0x1p+0;1
33220;1099511627776;0x1p+0;1
33218;1099511627776;0x1p+0;1
33217;1099511627776;0x1p+0;1
32832;549755813888;0x1p-1;0.5
31303;549755813888;0x1p-1;0.5
29120;549755813888;0x1p-1;0.5
29096;549755813888;0x1p-1;0.5
28680;549755813888;0x1p-1;0.5
28352;549755813888;0x1p-1;0.5
27788;549755813888;0x1p-1;0.5
27696;549755813888;0x1p-1;0.5
27684;549755813888;0x1p-1;0.5
27682;549755813888;0x1p-1;0.5
27681;549755813888;0x1p-1;0.5
27680;549755813888;0x1p-1;0.5
27676;549755813888;0x1p-1;0.5
27674;549755813888;0x1p-1;0.5
27668;549755813888;0x1p-1;0.5
27666;549755813888;0x1p-1;0.5
27664;549755813888;0x1p-1;0.5
27662;549755813888;0x1p-1;0.5
27652;549755813888;0x1p-1;0.5
27624;549755813888;0x1p-1;0.5
27576;549755813888;0x1p-1;0.5
27383;549755813888;0x1p-1;0.5
26656;549755813888;0x1p-1;0.5
26552;549755813888;0x1p-1;0.5
25770;549755813888;0x1p-1;0.5
25544;549755813888;0x1p-1;0.5
24746;549755813888;0x1p-1;0.5
24640;549755813888;0x1p-1;0.5
24480;549755813888;0x1p-1;0.5
24365;549755813888;0x1p-1;0.5
24364;549755813888;0x1p-1;0.5
24336;549755813888;0x1p-1;0.5
24117;549755813888;0x1p-1;0.5
24051;549755813888;0x1p-1;0.5
24031;549755813888;0x1p-1;0.5
23952;549755813888;0x1p-1;0.5
23922;549755813888;0x1p-1;0.5
23888;549755813888;0x1p-1;0.5
23874;549755813888;0x1p-1;0.5
23792;549755813888;0x1p-1;0.5
23656;549755813888;0x1p-1;0.5
23336;549755813888;0x1p-1;0.5
23297;549755813888;0x1p-1;0.5
23288;549755813888;0x1p-1;0.5
23264;549755813888;0x1p-1;0.5
23114;549755813888;0x1p-1;0.5
22596;549755813888;0x1p-1;0.5
22482;549755813888;0x1p-1;0.5
21970;366503875925;0x1.5555555555555p-2;0.333333
21954;366503875925;0x1.5555555555555p-2;0.333333
21664;366503875925;0x1.5555555555555p-2;0.333333
21514;366503875925;0x1.5555555555555p-2;0.333333
21152;366503875925;0x1.5555555555555p-2;0.333333
21146;366503875925;0x1.5555555555555p-2;0.333333
21124;366503875925;0x1.5555555555555p-2;0.333333
21072;366503875925;0x1.5555555555555p-2;0.333333
20936;366503875925;0x1.5555555555555p-2;0.333333
20863;366503875925;0x1.5555555555555p-2;0.333333
20842;366503875925;0x1.5555555555555p-2;0.333333
20831;366503875925;0x1.5555555555555p-2;0.333333
20688;366503875925;0x1.5555555555555p-2;0.333333
20656;366503875925;0x1.5555555555555p-2;0.333333
20616;366503875925;0x1.5555555555555p-2;0.333333
20586;366503875925;0x1.5555555555555p-2;0.333333
20568;366503875925;0x1.5555555555555p-2;0.333333
20390;366503875925;0x1.5555555555555p-2;0.333333
20209;366503875925;0x1.5555555555555p-2;0.333333
20074;366503875925;0x1.5555555555555p-2;0.333333
19892;366503875925;0x1.5555555555555p-2;0.333333
19646;366503875925;0x1.5555555555555p-2;0.333333
19177;366503875925;0x1.5555555555555p-2;0.333333
19040;366503875925;0x1.5555555555555p-2;0.333333
19032;366503875925;0x1.5555555555555p-2;0.333333
18868;366503875925;0x1.5555555555555p-2;0.333333
18832;366503875925;0x1.5555555555555p-2;0.333333
18664;366503875925;0x1.5555555555555p-2;0.333333
18351;366503875925;0x1.5555555555555p-2;0.333333
18344;366503875925;0x1.5555555555555p-2;0.333333
18336;366503875925;0x1.5555555555555p-2;0.333333
18296;366503875925;0x1.5555555555555p-2;0.333333
18144;366503875925;0x1.5555555555555p-2;0.333333
18096;366503875925;0x1.5555555555555p-2;0.333333
18012;366503875925;0x1.5555555555555p-2;0.333333
17952;366503875925;0x1.5555555555555p-2;0.333333
17558;366503875925;0x1.5555555555555p-2;0.333333
17440;366503875925;0x1.5555555555555p-2;0.333333
17279;366503875925;0x1.5555555555555p-2;0.333333
17248;366503875925;0x1.5555555555555p-2;0.333333
17077;366503875925;0x1.5555555555555p-2;0.333333
17039;366503875925;0x1.5555555555555p-2;0.333333
16944;366503875925;0x1.5555555555555p-2;0.333333
16924;366503875925;0x1.5555555555555p-2;0.333333
16911;366503875925;0x1.5555555555555p-2;0.333333
16839;366503875925;0x1.5555555555555p-2;0.333333
16816;366503875925;0x1.5555555555555p-2;0.333333
16776;366503875925;0x1.5555555555555p-2;0.333333
16672;366503875925;0x1.5555555555555p-2;0.333333
16496;274877906944;0x1p-2;0.25
16456;274877906944;0x1p-2;0.25
16400;274877906944;0x1p-2;0.25
16396;274877906944;0x1p-2;0.25
16296;274877906944;0x1p-2;0.25
16148;274877906944;0x1p-2;0.25
16136;274877906944;0x1p-2;0.25
16102;274877906944;0x1p-2;0.25
16088;274877906944;0x1p-2;0.25
15529;274877906944;0x1p-2;0.25
15491;274877906944;0x1p-2;0.25
15400;274877906944;0x1p-2;0.25
15264;274877906944;0x1p-2;0.25
15032;274877906944;0x1p-2;0.25
14936;274877906944;0x1p-2;0.25
14896;274877906944;0x1p-2;0.25
14890;274877906944;0x1p-2;0.25
14880;274877906944;0x1p-2;0.25
14828;274877906944;0x1p-2;0.25
14556;274877906944;0x1p-2;0.25
14544;274877906944;0x1p-2;0.25
14496;274877906944;0x1p-2;0.25
14324;274877906944;0x1p-2;0.25
14171;274877906944;0x1p-2;0.25
14145;274877906944;0x1p-2;0.25
14040;274877906944;0x1p-2;0.25
13882;274877906944;0x1p-2;0.25
13740;274877906944;0x1p-2;0.25
13672;274877906944;0x1p-2;0.25
13648;274877906944;0x1p-2;0.25
13472;274877906944;0x1p-2;0.25
13370;274877906944;0x1p-2;0.25
13363;274877906944;0x1p-2;0.25
13296;274877906944;0x1p-2;0.25
13244;219902325555;0x1.999999999999ap-3;0.2
13107;219902325555;0x1.999999999999ap-3;0.2
13085;219902325555;0x1.999999999999ap-3;0.2
13020;219902325555;0x1.999999999999ap-3;0.2
12920;219902325555;0x1.999999999999ap-3;0.2
12820;219902325555;0x1.999999999999ap-3;0.2
12672;219902325555;0x1.999999999999ap-3;0.2
12624;219902325555;0x1.999999999999ap-3;0.2
12614;219902325555;0x1.999999999999ap-3;0.2
12576;219902325555;0x1.999999999999ap-3;0.2
12552;219902325555;0x1.999999999999ap-3;0.2
12336;219902325555;0x1.999999999999ap-3;0.2
12256;219902325555;0x1.999999999999ap-3;0.2
12201;219902325555;0x1.999999999999ap-3;0.2
12184;219902325555;0x1.999999999999ap-3;0.2
