w;p;fpph;fppd
59788;989554931370;0x1.cccc23ed544cp-1;0.899995
59736;988693568257;0x1.cc65753603267p-1;0.899212
59682;987803332258;0x1.cbfb555d44ed4p-1;0.898402
59644;987171881354;0x1.cbb00f0314cb7p-1;0.897828
59636;987039667670;0x1.cba04c2bad08ep-1;0.897707
59632;986971267455;0x1.cb9824c2ffc2dp-1;0.897645
59582;986148328456;0x1.cb360aa8104e8p-1;0.896897
59476;984389744246;0x1.ca6466ecec91p-1;0.895297
59464;984191329282;0x1.ca4cbfc80571p-1;0.895117
59394;983035463627;0x1.c9c2f58f977aep-1;0.894066
59368;982601345279;0x1.c98f3551fea6bp-1;0.893671
59366;982573412471;0x1.c98be0e0ee045p-1;0.893645
59360;982468720232;0x1.c97f65ecd0136p-1;0.89355
59344;982204610817;0x1.c95fe9f2021fep-1;0.89331
59342;982176288276;0x1.c95c899c28c0ap-1;0.893284
59260;980816685936;0x1.c8ba75d6e0f15p-1;0.892048
59256;980748243678;0x1.c8b24d25bdafdp-1;0.891985
59224;980219013745;0x1.c8733654e2798p-1;0.891504
59122;978533406555;0x1.c7aa45aeb6b52p-1;0.889971
59120;978497222317;0x1.c7a5f56d5a9e6p-1;0.889938
59112;978365064611;0x1.c796344b46035p-1;0.889818
59104;978232666023;0x1.c7866bcf4e582p-1;0.889697
59028;976975766168;0x1.c6f09645314fep-1;0.888554
58984;976245855076;0x1.c6999326c88b1p-1;0.88789
58976;976114165111;0x1.c689e04aee6dcp-1;0.887771
58960;975848530670;0x1.c66a35c5ddd8p-1;0.887529
58954;975754809347;0x1.c65f09a00772fp-1;0.887444
58898;974826954933;0x1.c5f06dc16b132p-1;0.8866
58824;973598046725;0x1.c55dee740be1fp-1;0.885482
58792;973069396817;0x1.c51ee956a3e53p-1;0.885001
58740;972208927845;0x1.c4b855e8cb027p-1;0.884219
58672;971081920462;0x1.c431fc5f9c4ebp-1;0.883194
58656;970817984630;0x1.c41285b0ec455p-1;0.882954
58642;970589959440;0x1.c3f756ea20ffap-1;0.882746
58578;969527840935;0x1.c378b9a14fb27p-1;0.88178
58452;967442119215;0x1.c28016745f461p-1;0.879883
58416;966845741267;0x1.c238fe71a6f74p-1;0.879341
58336;965521248535;0x1.c19b1a222f053p-1;0.878136
58320;965255412290;0x1.c17b697485935p-1;0.877895
58312;965124020853;0x1.c16bbfb4ebbe2p-1;0.877775
58308;965059694036;0x1.c164149ba9f7ap-1;0.877717
58258;964233414805;0x1.c10194912aa3cp-1;0.876965
58248;964066085507;0x1.c0eda21506c3fp-1;0.876813
58240;963931011458;0x1.c0dd87f305fbep-1;0.87669
58206;963373815474;0x1.c09b1bad6506ap-1;0.876183
58184;963006003480;0x1.c06f42f23147fp-1;0.875849
58144;962343670279;0x1.c0204e240ec93p-1;0.875246
58120;961946701298;0x1.bff0fb9be55c5p-1;0.874885
58060;960956351635;0x1.bf7aec8927d18p-1;0.873985
58056;960887697965;0x1.bf72bd645b713p-1;0.873922
57992;959828458478;0x1.bef477f7dda88p-1;0.872959
57968;959430644186;0x1.bec50ba3b4a3cp-1;0.872597
57892;958173446468;0x1.be2f2d0288f7bp-1;0.871454
57872;957841044810;0x1.be078cea94cc7p-1;0.871151
57864;957709894769;0x1.bdf7ea88e3b45p-1;0.871032
57770;956157703574;0x1.bd3ee16b2c6bp-1;0.86962
57734;955562351824;0x1.bcf7e8b9a0646p-1;0.869079
57672;954532411921;0x1.bc7d217422fc9p-1;0.868142
57608;953472168061;0x1.bbfebd60fa51ep-1;0.867178
57520;952016565806;0x1.bb5137ec5d5cfp-1;0.865854
57476;951289409167;0x1.bafa88dd1f796p-1;0.865193
57432;950559257509;0x1.baa37e674be9dp-1;0.864529
57392;949896475449;0x1.ba547be673508p-1;0.863926
57372;949566823328;0x1.ba2d2fb741e6cp-1;0.863626
57352;949235115749;0x1.ba05a4cdcae84p-1;0.863324
