w;p;fpph;fppd
59788;989565199812;0x1.cccd5d4b89754p-1;0.900004
59736;988705375437;0x1.cc66dd899b36ap-1;0.899222
59682;987812909266;0x1.cbfc79a1a437cp-1;0.898411
59644;987182207586;0x1.cbb14a24c407ep-1;0.897837
59636;987048919393;0x1.cba16682c2bc8p-1;0.897716
59632;986980462266;0x1.cb993d5d7446p-1;0.897654
59582;986157370216;0x1.cb371e96d1b67p-1;0.896905
59476;984400073496;0x1.ca65a22631f4ap-1;0.895307
59464;984200735740;0x1.ca4dded7f92f3p-1;0.895125
59394;983043857866;0x1.c9c3f5bb94e29p-1;0.894073
59368;982611172723;0x1.c990613ae7e65p-1;0.89368
59366;982584583238;0x1.c98d35c88cb8bp-1;0.893655
59360;982476804580;0x1.c9805ca3c81cap-1;0.893557
59344;982213792457;0x1.c9610225922f4p-1;0.893318
59342;982188262044;0x1.c95df70538224p-1;0.893295
59260;980827031634;0x1.c8bbb190a51c9p-1;0.892057
59256;980757287157;0x1.c8b36121ea031p-1;0.891994
59224;980229632782;0x1.c8747a661d202p-1;0.891514
59122;978538231091;0x1.c7aad8ea67b0dp-1;0.889975
59120;978505909679;0x1.c7a6fe8b5f8e6p-1;0.889946
59112;978373373183;0x1.c79731d9ffa3cp-1;0.889825
59104;978239352536;0x1.c78737ddb1c8ep-1;0.889704
59028;976984580948;0x1.c6f1a346a9452p-1;0.888562
58984;976253632527;0x1.c69a80801e72bp-1;0.887898
58976;976120976417;0x1.c68ab02842543p-1;0.887777
58960;975855007252;0x1.c66afb6c2959dp-1;0.887535
58954;975762626368;0x1.c65ff82e80532p-1;0.887451
58898;974837535587;0x1.c5f1b0a6c7e0ap-1;0.88661
58824;973605671297;0x1.c55ed72303e7p-1;0.885489
58792;973077527183;0x1.c51fe1751e37bp-1;0.885009
58740;972217786882;0x1.c4b96444047a6p-1;0.884227
58672;971091070118;0x1.c43313994c3a2p-1;0.883202
58656;970824956519;0x1.c4135a74cfbaap-1;0.88296
58642;970598846636;0x1.c3f86621595f7p-1;0.882755
58578;969539530176;0x1.c37a1e5b81e97p-1;0.881791
58452;967451631051;0x1.c28138bb96bep-1;0.879892
58416;966851245724;0x1.c239a66d39543p-1;0.879346
58336;965526288933;0x1.c19bb3f44b8e3p-1;0.878141
58320;965265251223;0x1.c17c95b72ed26p-1;0.877904
58312;965130226675;0x1.c16c7d17e79b4p-1;0.877781
58308;965068385608;0x1.c1651dda91aa8p-1;0.877725
58258;964247219933;0x1.c10339ddbbc22p-1;0.876978
58248;964073891102;0x1.c0ee904a3cb52p-1;0.87682
58240;963935051252;0x1.c0de033be8b76p-1;0.876694
58206;963380086994;0x1.c09bdb11a559bp-1;0.876189
58184;963013325223;0x1.c07022634f065p-1;0.875856
58144;962349808276;0x1.c021097529f5p-1;0.875252
