w;p;fpph;fppd
59788;1099511627776;0x1p+0;1
59736;1099511627776;0x1p+0;1
59682;1099511627776;0x1p+0;1
59644;1099511627776;0x1p+0;1
59636;1099511627776;0x1p+0;1
59632;1099511627776;0x1p+0;1
59582;1099511627776;0x1p+0;1
59476;1099511627776;0x1p+0;1
59464;1099511627776;0x1p+0;1
59394;1099511627776;0x1p+0;1
59368;1099511627776;0x1p+0;1
59366;1099511627776;0x1p+0;1
59360;1099511627776;0x1p+0;1
59344;1099511627776;0x1p+0;1
59342;1099511627776;0x1p+0;1
59260;1099511627776;0x1p+0;1
59256;1099511627776;0x1p+0;1
59224;1099511627776;0x1p+0;1
59122;1099511627776;0x1p+0;1
59120;1099511627776;0x1p+0;1
59112;1099511627776;0x1p+0;1
59104;1099511627776;0x1p+0;1
59028;1099511627776;0x1p+0;1
58984;1099511627776;0x1p+0;1
58976;1099511627776;0x1p+0;1
58960;1099511627776;0x1p+0;1
58954;1099511627776;0x1p+0;1
58898;1099511627776;0x1p+0;1
58824;1099511627776;0x1p+0;1
58792;1099511627776;0x1p+0;1
58740;1099511627776;0x1p+0;1
58672;1099511627776;0x1p+0;1
58656;1099511627776;0x1p+0;1
58642;1099511627776;0x1p+0;1
58578;1099511627776;0x1p+0;1
58452;1099511627776;0x1p+0;1
58416;1099511627776;0x1p+0;1
58336;1099511627776;0x1p+0;1
58320;1099511627776;0x1p+0;1
58312;1099511627776;0x1p+0;1
58308;1099511627776;0x1p+0;1
58258;1099511627776;0x1p+0;1
58248;1099511627776;0x1p+0;1
58240;1099511627776;0x1p+0;1
58206;1099511627776;0x1p+0;1
58184;1099511627776;0x1p+0;1
58144;1099511627776;0x1p+0;1
58120;1099511627776;0x1p+0;1
58060;1099511627776;0x1p+0;1
58056;1099511627776;0x1p+0;1
57992;1099511627776;0x1p+0;1
57968;1099511627776;0x1p+0;1
57892;1099511627776;0x1p+0;1
57872;1099511627776;0x1p+0;1
57864;1099511627776;0x1p+0;1
57770;1099511627776;0x1p+0;1
57734;1099511627776;0x1p+0;1
57672;1099511627776;0x1p+0;1
57608;1099511627776;0x1p+0;1
57520;1099511627776;0x1p+0;1
57476;1099511627776;0x1p+0;1
57432;1099511627776;0x1p+0;1
57392;1099511627776;0x1p+0;1
57372;1099511627776;0x1p+0;1
57352;1099511627776;0x1p+0;1
57328;1099511627776;0x1p+0;1
57288;1099511627776;0x1p+0;1
57246;1099511627776;0x1p+0;1
57244;1099511627776;0x1p+0;1
57224;1099511627776;0x1p+0;1
57182;1099511627776;0x1p+0;1
57160;1099511627776;0x1p+0;1
57142;1099511627776;0x1p+0;1
57059;1099511627776;0x1p+0;1
56992;1099511627776;0x1p+0;1
56980;1099511627776;0x1p+0;1
56968;1099511627776;0x1p+0;1
56948;1099511627776;0x1p+0;1
56928;1099511627776;0x1p+0;1
56919;1099511627776;0x1p+0;1
56915;1099511627776;0x1p+0;1
56911;1099511627776;0x1p+0;1
56880;1099511627776;0x1p+0;1
56792;1099511627776;0x1p+0;1
56778;1099511627776;0x1p+0;1
56771;1099511627776;0x1p+0;1
56763;1099511627776;0x1p+0;1
56752;1099511627776;0x1p+0;1
56739;1099511627776;0x1p+0;1
56715;1099511627776;0x1p+0;1
56700;1099511627776;0x1p+0;1
56674;1099511627776;0x1p+0;1
56652;1099511627776;0x1p+0;1
56645;1099511627776;0x1p+0;1
56611;1099511627776;0x1p+0;1
56584;1099511627776;0x1p+0;1
56560;1099511627776;0x1p+0;1
56520;1099511627776;0x1p+0;1
56456;1099511627776;0x1p+0;1
56428;1099511627776;0x1p+0;1
56308;1099511627776;0x1p+0;1
56291;1099511627776;0x1p+0;1
56288;1099511627776;0x1p+0;1
56211;1099511627776;0x1p+0;1
56200;1099511627776;0x1p+0;1
56150;1099511627776;0x1p+0;1
56112;1099511627776;0x1p+0;1
56072;1099511627776;0x1p+0;1
56035;1099511627776;0x1p+0;1
55979;1099511627776;0x1p+0;1
55956;1099511627776;0x1p+0;1
55952;1099511627776;0x1p+0;1
55878;1099511627776;0x1p+0;1
55864;1099511627776;0x1p+0;1
55824;1099511627776;0x1p+0;1
55736;1099511627776;0x1p+0;1
55716;1099511627776;0x1p+0;1
55700;1099511627776;0x1p+0;1
55648;1099511627776;0x1p+0;1
55638;1099511627776;0x1p+0;1
55588;1099511627776;0x1p+0;1
55509;1099511627776;0x1p+0;1
55456;1099511627776;0x1p+0;1
55432;1099511627776;0x1p+0;1
55350;1099511627776;0x1p+0;1
55216;1099511627776;0x1p+0;1
55193;1099511627776;0x1p+0;1
55156;1099511627776;0x1p+0;1
55153;1099511627776;0x1p+0;1
55108;1099511627776;0x1p+0;1
55068;1099511627776;0x1p+0;1
55065;1099511627776;0x1p+0;1
55062;1099511627776;0x1p+0;1
55057;1099511627776;0x1p+0;1
55008;1099511627776;0x1p+0;1
54865;1099511627776;0x1p+0;1
54824;1099511627776;0x1p+0;1
54792;1099511627776;0x1p+0;1
54768;1099511627776;0x1p+0;1
54728;1099511627776;0x1p+0;1
54714;1099511627776;0x1p+0;1
54704;1099511627776;0x1p+0;1
54600;1099511627776;0x1p+0;1
54580;1099511627776;0x1p+0;1
54576;1099511627776;0x1p+0;1
54560;1099511627776;0x1p+0;1
54551;1099511627776;0x1p+0;1
54532;1099511627776;0x1p+0;1
54320;1099511627776;0x1p+0;1
54112;1099511627776;0x1p+0;1
54043;1099511627776;0x1p+0;1
53987;1099511627776;0x1p+0;1
53982;1099511627776;0x1p+0;1
53979;1099511627776;0x1p+0;1
53968;1099511627776;0x1p+0;1
53960;1099511627776;0x1p+0;1
53939;1099511627776;0x1p+0;1
53932;1099511627776;0x1p+0;1
53920;1099511627776;0x1p+0;1
53891;1099511627776;0x1p+0;1
53884;1099511627776;0x1p+0;1
53720;1099511627776;0x1p+0;1
53565;1099511627776;0x1p+0;1
53526;1099511627776;0x1p+0;1
53518;1099511627776;0x1p+0;1
53510;1099511627776;0x1p+0;1
53472;1099511627776;0x1p+0;1
53344;1099511627776;0x1p+0;1
53336;1099511627776;0x1p+0;1
53264;1099511627776;0x1p+0;1
53156;1099511627776;0x1p+0;1
53108;1099511627776;0x1p+0;1
53072;1099511627776;0x1p+0;1
53056;1099511627776;0x1p+0;1
52920;1099511627776;0x1p+0;1
52888;1099511627776;0x1p+0;1
52861;1099511627776;0x1p+0;1
52829;1099511627776;0x1p+0;1
52826;1099511627776;0x1p+0;1
52704;1099511627776;0x1p+0;1
52675;1099511627776;0x1p+0;1
52632;1099511627776;0x1p+0;1
52624;1099511627776;0x1p+0;1
52440;1099511627776;0x1p+0;1
52284;1099511627776;0x1p+0;1
52172;1099511627776;0x1p+0;1
52118;1099511627776;0x1p+0;1
52056;1099511627776;0x1p+0;1
51881;1099511627776;0x1p+0;1
51791;1099511627776;0x1p+0;1
51769;1099511627776;0x1p+0;1
51744;1099511627776;0x1p+0;1
51664;1099511627776;0x1p+0;1
51384;1099511627776;0x1p+0;1
51360;1099511627776;0x1p+0;1
51312;1099511627776;0x1p+0;1
51298;1099511627776;0x1p+0;1
51052;1099511627776;0x1p+0;1
51036;1099511627776;0x1p+0;1
50936;1099511627776;0x1p+0;1
50812;1099511627776;0x1p+0;1
50786;1099511627776;0x1p+0;1
50731;1099511627776;0x1p+0;1
50705;1099511627776;0x1p+0;1
50548;1099511627776;0x1p+0;1
50512;1099511627776;0x1p+0;1
50336;1099511627776;0x1p+0;1
50064;1099511627776;0x1p+0;1
50040;1099511627776;0x1p+0;1
49784;1099511627776;0x1p+0;1
49778;1099511627776;0x1p+0;1
49592;1099511627776;0x1p+0;1
49459;1099511627776;0x1p+0;1
49427;1099511627776;0x1p+0;1
49304;1099511627776;0x1p+0;1
49244;1099511627776;0x1p+0;1
49056;1099511627776;0x1p+0;1
49008;1099511627776;0x1p+0;1
48972;1099511627776;0x1p+0;1
48644;1099511627776;0x1p+0;1
48608;1099511627776;0x1p+0;1
48566;1099511627776;0x1p+0;1
48560;1099511627776;0x1p+0;1
48520;1099511627776;0x1p+0;1
48405;1099511627776;0x1p+0;1
48160;1099511627776;0x1p+0;1
47799;1099511627776;0x1p+0;1
47340;1099511627776;0x1p+0;1
47144;1099511627776;0x1p+0;1
47110;1099511627776;0x1p+0;1
47080;1099511627776;0x1p+0;1
46888;1099511627776;0x1p+0;1
46768;1099511627776;0x1p+0;1
46764;1099511627776;0x1p+0;1
46760;1099511627776;0x1p+0;1
46696;1099511627776;0x1p+0;1
46640;1099511627776;0x1p+0;1
46576;1099511627776;0x1p+0;1
46432;1099511627776;0x1p+0;1
46312;1099511627776;0x1p+0;1
46287;1099511627776;0x1p+0;1
46227;1099511627776;0x1p+0;1
46139;1099511627776;0x1p+0;1
46128;1099511627776;0x1p+0;1
46124;1099511627776;0x1p+0;1
45987;1099511627776;0x1p+0;1
45792;1099511627776;0x1p+0;1
45699;1099511627776;0x1p+0;1
45536;1099511627776;0x1p+0;1
45366;1039954747938;0x1.e444444444444p-1;0.945833
45318;1052963675619;0x1.ea530d3bc76a5p-1;0.957665
44896;850826131753;0x1.8c3260f253b26p-1;0.773822
44820;1099511627776;0x1p+0;1
44752;876263437743;0x1.980abdeb5f66ep-1;0.796957
44704;872729167001;0x1.96656c8933cap-1;0.793743
44488;1099511627776;0x1p+0;1
44448;962516895728;0x1.c034f48fe0124p-1;0.875404
44424;894067573321;0x1.a055290492b6p-1;0.81315
44413;842238698100;0x1.8832ad44e9f1bp-1;0.766012
44304;903282715780;0x1.a49fb0d9097fbp-1;0.821531
44125;841701831592;0x1.87f2ad6751b2cp-1;0.765523
44040;907541314339;0x1.a69b5af64678ap-1;0.825404
43796;846457335018;0x1.8a2993d9d4b19p-1;0.769848
43616;903031342753;0x1.a481b98d43492p-1;0.821302
42858;767920790177;0x1.65974ab542687p-1;0.69842
42564;853009210900;0x1.8d369f3c29f71p-1;0.775807
42346;781063004730;0x1.6bb5f74475d6p-1;0.710373
42183;838765836632;0x1.8694adf2b1248p-1;0.762853
42143;923732552953;0x1.ae258059f371cp-1;0.84013
42002;999556025250;0x1.d1745d1745d17p-1;0.909091
41768;995299674044;0x1.cf78f78f78f79p-1;0.90522
41730;705876945450;0x1.48b316d455ff8p-1;0.641991
41704;866463476898;0x1.937a7ed94516ep-1;0.788044
41680;703108491406;0x1.476910511d70cp-1;0.639473
41616;1075078036047;0x1.f49f49f49f49fp-1;0.977778
41426;772298817475;0x1.67a1317f86901p-1;0.702402
41397;789815028802;0x1.6fc949d885507p-1;0.718333
41320;793121025900;0x1.715364ded981cp-1;0.721339
41168;787721051336;0x1.6ecfaab991cf4p-1;0.716428
41120;714293018005;0x1.4c9e5cfb2bd7fp-1;0.649646
41092;891548784634;0x1.9f28e5aff4e1dp-1;0.810859
41058;854704386218;0x1.8e00b3e1555cep-1;0.777349
40905;790091972915;0x1.6fea4d82664d7p-1;0.718584
40825;756913996705;0x1.60772e0742041p-1;0.688409
40618;777019580971;0x1.69d3f3c4560cep-1;0.706695
40480;685885824945;0x1.3f63f63f63f63p-1;0.62381
40090;791107986957;0x1.70636bcc1b398p-1;0.719509
39458;693979059665;0x1.4328c02ba3c99p-1;0.63117
39324;787721051336;0x1.6ecfaab991cf4p-1;0.716428
38698;717293185782;0x1.4e0402d5ed6c6p-1;0.652374
38560;716019539759;0x1.4d6c2e3e5fc03p-1;0.651216
38504;694161262062;0x1.433e788bddcd2p-1;0.631336
38440;717067754308;0x1.4de923368877ep-1;0.652169
38056;825788075680;0x1.80899c1d40e09p-1;0.75105
37904;825788075680;0x1.80899c1d40e09p-1;0.75105
37794;825788075680;0x1.80899c1d40e09p-1;0.75105
37786;825788075680;0x1.80899c1d40e09p-1;0.75105
37778;774780476857;0x1.68c907bb7343bp-1;0.704659
37776;766204739490;0x1.64cab8ff45675p-1;0.696859
37730;790051471687;0x1.6fe579828fb57p-1;0.718548
37712;790051471687;0x1.6fe579828fb57p-1;0.718548
37573;722316937473;0x1.505ae3920347p-1;0.656943
37493;763197436800;0x1.6364396701c1ap-1;0.694124
37452;757164437522;0x1.609508e0249f7p-1;0.688637
37440;736418935111;0x1.56ebfa628ee31p-1;0.669769
37416;690084741946;0x1.41588306755f6p-1;0.627628
37264;627340400609;0x1.2420cdafc3b66p-1;0.570563
37204;705876945450;0x1.48b316d455ff8p-1;0.641991
37195;787721051336;0x1.6ecfaab991cf4p-1;0.716428
37088;714608356482;0x1.4cc3f459056dp-1;0.649933
37032;761553269305;0x1.62a0396472e12p-1;0.692629
34464;655170654941;0x1.31166da5bb4fap-1;0.595874
33573;676928154329;0x1.3b381fd5b2ce2p-1;0.615663
33352;652308560913;0x1.2fc13d78224afp-1;0.593271
33288;651962475321;0x1.2f97fbc67382cp-1;0.592956
33268;646040079077;0x1.2cd5fa95cb227p-1;0.58757
33264;640307817729;0x1.2a2aa3da02124p-1;0.582357
33256;619787276564;0x1.209c66a228724p-1;0.563693
33252;549755813888;0x1p-1;0.5
33248;679237041972;0x1.3c4b5d7e6991ap-1;0.617762
33242;594123891615;0x1.14a916473e974p-1;0.540353
33236;624336000640;0x1.22baa6ad000bep-1;0.56783
33234;632189407785;0x1.2662d9a452d3cp-1;0.574973
33232;679030811486;0x1.3c32c7d6bde82p-1;0.617575
33226;627720268857;0x1.244e165872d04p-1;0.570908
33224;629402068667;0x1.251692cd77a04p-1;0.572438
33221;629743352544;0x1.253f41f5c1d7fp-1;0.572748
33220;611647048969;0x1.1cd2029a13fp-1;0.55629
33218;692899971418;0x1.42a81d02b4d48p-1;0.630189
33217;634553541215;0x1.277cad44be9abp-1;0.577123
32832;549755813888;0x1p-1;0.5
31303;549755813888;0x1p-1;0.5
29120;549755813888;0x1p-1;0.5
29096;549755813888;0x1p-1;0.5
28680;549755813888;0x1p-1;0.5
28352;549755813888;0x1p-1;0.5
27788;549755813888;0x1p-1;0.5
27696;549755813888;0x1p-1;0.5
27684;549755813888;0x1p-1;0.5
27682;398490583733;0x1.731f8f0ad61b4p-2;0.362425
27681;382218441993;0x1.63f7fa5425274p-2;0.347626
27680;309460156088;0x1.20350cfae0952p-2;0.281452
27676;309023841950;0x1.1fcd067a788eap-2;0.281056
27674;333306888285;0x1.366a8e0175316p-2;0.303141
27668;377194690302;0x1.5f4a38dbf972p-2;0.343057
27666;447203066862;0x1.a07d850fbb6a2p-2;0.406729
27664;447182326534;0x1.a078932c1b7cp-2;0.40671
27662;464958086560;0x1.b106a57682caap-2;0.422877
27652;406611656357;0x1.7aafc5fa9657p-2;0.369811
27624;369812672705;0x1.586a364307f3p-2;0.336343
27576;309460156088;0x1.20350cfae0952p-2;0.281452
27383;405350365713;0x1.79830ee84465bp-2;0.368664
26656;363092692664;0x1.52280b3ae239ep-2;0.330231
26552;382443873467;0x1.642db992ef105p-2;0.347831
25770;259482354825;0x1.e352d4244ccd4p-3;0.235998
25544;342347190253;0x1.3ed5ee3fb6c12p-2;0.311363
24746;393634682325;0x1.6e99d2575401p-2;0.358009
24640;393634682325;0x1.6e99d2575401p-2;0.358009
24480;311790576439;0x1.2260aa8cdc619p-2;0.283572
24365;319322568169;0x1.29646ed7a516cp-2;0.290422
24364;290129977180;0x1.0e34607d7245ap-2;0.263872
24336;321453176690;0x1.2b6068ddcabccp-2;0.29236
24117;361552102999;0x1.50b8bd195c43ep-2;0.32883
24051;263201496120;0x1.ea4040e1c7708p-3;0.23938
24031;318448623045;0x1.289411771454p-2;0.289627
23952;318102537453;0x1.28418e13b6c3bp-2;0.289313
23922;318448623045;0x1.289411771453fp-2;0.289627
23888;348314646478;0x1.4464aedf39acfp-2;0.31679
23874;302130720364;0x1.196193b9b2b6fp-2;0.274786
23792;376975415237;0x1.5f15f15f15f18p-2;0.342857
23656;263201496120;0x1.ea4040e1c7708p-3;0.23938
23336;334994563562;0x1.37fced87aa01p-2;0.304676
23297;366503875925;0x1.5555555555556p-2;0.333333
23288;358650468779;0x1.4e04ef66afc5ep-2;0.326191
23264;361933036491;0x1.51138f6f2c6b8p-2;0.329176
23114;336314190975;0x1.39378d31fc7ccp-2;0.305876
22596;309331178613;0x1.20164cd1d64bbp-2;0.281335
22482;311790576439;0x1.2260aa8cdc619p-2;0.283572
21970;366503875925;0x1.5555555555555p-2;0.333333
21954;366503875925;0x1.5555555555555p-2;0.333333
21664;366503875925;0x1.5555555555555p-2;0.333333
21514;366503875925;0x1.5555555555555p-2;0.333333
21152;366503875925;0x1.5555555555555p-2;0.333333
21146;366503875925;0x1.5555555555555p-2;0.333333
21124;366503875925;0x1.5555555555555p-2;0.333333
21072;366503875925;0x1.5555555555555p-2;0.333333
20936;366503875925;0x1.5555555555555p-2;0.333333
20863;366503875925;0x1.5555555555555p-2;0.333333
20842;366503875925;0x1.5555555555555p-2;0.333333
20831;366503875925;0x1.5555555555555p-2;0.333333
20688;366503875925;0x1.5555555555555p-2;0.333333
20656;366503875925;0x1.5555555555555p-2;0.333333
20616;366503875925;0x1.5555555555555p-2;0.333333
20586;366503875925;0x1.5555555555555p-2;0.333333
20568;366503875925;0x1.5555555555555p-2;0.333333
20390;366503875925;0x1.5555555555555p-2;0.333333
20209;366503875925;0x1.5555555555555p-2;0.333333
20074;366503875925;0x1.5555555555555p-2;0.333333
19892;366503875925;0x1.5555555555555p-2;0.333333
19646;366503875925;0x1.5555555555555p-2;0.333333
19177;136994732047;0x1.fe585b80ff6ep-4;0.124596
19040;191970313436;0x1.65929426e61d4p-3;0.174596
19032;253054292757;0x1.d759b098ad39cp-3;0.230152
18868;285263007244;0x1.09ac003833f3p-2;0.259445
18351;190783899417;0x1.635cda38cd0ccp-3;0.173517
18336;196228911995;0x1.6d813c9bda014p-3;0.178469
18296;230717730526;0x1.adbec976f40bcp-3;0.209837
18144;175779074822;0x1.4769fe9832392p-3;0.15987
18096;205444054454;0x1.7eab5bedb528p-3;0.18685
18012;187601516701;0x1.5d6f5fc4ea1ap-3;0.170623
17952;268132344834;0x1.f36f7720126e8p-3;0.243865
17440;223248190032;0x1.9fd5085282646p-3;0.203043
17279;221639674821;0x1.9cd6085e29918p-3;0.20158
17248;273422710603;0x1.fd4a1bba5ef1p-3;0.248677
17077;304714224044;0x1.1bc98846b369bp-2;0.277136
